Event ID;Date;Region;Source;Ship Type;Area;Location;Pollutant;Estimated Litres
841;2016-06-08 00:00:00;Cairns;land;n/a;port limits;Main Wharf, Thursday Island, Torres Strait;diesel;5.0
842;2016-06-08 00:00:00;Townsville;ship;unknown;port limits;Townsville Harbour, Townsville;other;
843;2016-06-20 00:00:00;Brisbane;land;n/a;port limits;Boggy Creek, Brisbane;other oil;
844;2016-06-22 00:00:00;Cairns;ship;commercial;port limits;Lorim Point Tug Berth, Weipa;sheen;
845;2016-07-01 00:00:00;Gladstone;ship;recreational;port limits;Burnett Heads Marina, Bundaberg;diesel;
846;2016-07-02 00:00:00;Brisbane;ship;recreational;coastal waters;Breakfast Creek, Brisbane;diesel;100.0
847;2016-07-05 00:00:00;Brisbane;ship;recreational;coastal waters;Saltwater Creek, 5 Chanpagne Blvd, Helensvale, Gold Coast;diesel;
848;2016-07-07 00:00:00;Cairns;unknown;n/a;port limits;Endeavour River, Cooktown;diesel;20.0
849;2016-07-12 00:00:00;Cairns;ship;recreational;port limits;Mourilyan Harbour, Mourilyan;diesel;
850;2016-07-13 00:00:00;Gladstone;unknown;n/a;port limits;O'Connell Wharf, Auckland Creek, Gladstone;sheen;
851;2016-07-13 00:00:00;Gladstone;ship;fishing;port limits;Trawler base, Gladstone Marina, Gladstone;other oil;
852;2016-07-15 00:00:00;Brisbane;ship;fishing;coastal waters;Caboolture River, Brisbane;other;
853;2016-07-21 00:00:00;Townsville;unknown;n/a;port limits;Berth 8, Townsville Port, Townsville;sheen;
854;2016-07-23 00:00:00;Cairns;ship;commercial;port limits;Fearnley Street boat ramp, Trinity Inlet, Cairns;bilge;15.0
855;2016-07-25 00:00:00;Brisbane;ship;recreational;port limits;Berth number 2, Fisherman Islands,  Brisbane;hydraulic;10.0
856;2016-08-01 00:00:00;Cairns;ship;commercial;port limits;Hey River terminal, Weipa;hydraulic;
857;2016-08-21 00:00:00;Townsville;ship;recreational;port limits;Berth J15, Townsville Yacht Club marina, Townsville;diesel;30.0
858;2016-08-22 00:00:00;Gladstone;unknown;n/a;port limits;Urangan harbour, Hervey Bay;sheen;
859;2016-09-02 00:00:00;Gladstone;land;n/a;port limits;Wiggins Island Coal Export Terminal Wharf, Gladstone;other;10.0
860;2016-09-09 00:00:00;Cairns;unknown;n/a;port limits;Marlin Marina, Trinity Inlet, Cairns;diesel;20.0
861;2016-09-09 00:00:00;Cairns;ship;commercial;coastal waters;Flynn Reef, Cairns;diesel;2.0
862;2016-09-10 00:00:00;Gladstone;unknown;n/a;port limits;Bundaberg Port Marina, Bundaberg;diesel;
863;2016-09-14 00:00:00;Gladstone;land;n/a;port limits;Gladstone Marine Centre, Gladstone Marina, Gladstone;other;20.0
864;2016-09-20 00:00:00;Cairns;unknown;n/a;port limits;Cairns crusing yacht squadron, Smiths Creek Cairns;other;
865;2016-09-22 00:00:00;Cairns;unknown;n/a;port limits;Marlin Marina, Trinity Inlet, Cairns;diesel;
866;2016-10-04 00:00:00;Cairns;ship;commercial;port limits;Trinity Wharf, Chinaman Creek, Cairns;sheen;
867;2016-10-07 00:00:00;Gladstone;ship;commercial;port limits;Upstream of main bridge, Auckland Creek, Gladstone;other;
868;2016-10-09 00:00:00;Townsville;unknown;n/a;coastal waters;Norship base, Port Hinchinbrook;diesel;
869;2016-10-17 00:00:00;Gladstone;unknown;n/a;coastal waters;Eurong, East side of Fraser Island;other oil;
870;2016-10-18 00:00:00;Gladstone;ship;commercial;port limits;Clinton swing basin, Gladstone harbour, Gladstone;hydraulic;5.0
871;2016-10-20 00:00:00;Townsville;unknown;n/a;port limits;Berth 8, Townsville Port, Townsville;diesel;10.0
872;2016-10-21 00:00:00;Cairns;ship;commercial;port limits;Humbug wharf, Weipa;sheen;
873;2016-10-22 00:00:00;Cairns;ship;recreational;port limits;South of Passenger wharf, Horn Island anchorage, Horn Island;sheen;
874;2016-10-27 00:00:00;Gladstone;ship;commercial;port limits;Curtis ferries pontoon, Gladstone marina, Gladstone;diesel;
875;2016-11-05 00:00:00;Cairns;ship;government;port limits;Navy base, Cairns;diesel;20.0
876;2016-11-10 00:00:00;Brisbane;unknown;n/a;port limits;Lawries Marina, Mooloolaba;diesel;
877;2016-11-16 00:00:00;Brisbane;ship;commercial;port limits;Brisabne Anchorage, Brisbane;unknown;5.0
878;2016-11-24 00:00:00;Brisbane;unknown;n/a;coastal waters;Holman Street Ferry terminal, Kangaroo Point, Brisbane River;unknown;
879;2016-11-25 00:00:00;Gladstone;ship;commercial;port limits;Ship berth, Port Alma;other oil;
880;2016-12-17 00:00:00;Brisbane;ship;recreational;coastal waters;Dog Beach, entrance to the Noosa River, Sunshine Coast;bilge;
881;2016-12-20 00:00:00;Cairns;ship;commercial;port limits;Smiths Creek, Cairns;diesel;10.0
882;2016-12-23 00:00:00;Brisbane;unknown;n/a;port limits;Aquarium Passage, Pinkenba Reach, Brisbane River, Brisbane;diesel;
883;2016-12-25 00:00:00;Cairns;ship;commercial;coastal waters;Ribbon Reef number 3;diesel;600.0
884;2016-12-27 00:00:00;Townsville;ship;commercial;port limits;Tug pens, Berth 6, Port of Townsville;hydraulic;5.0
885;2017-01-02 00:00:00;Brisbane;unknown;n/a;coastal waters;Spinnaker Sound Marina, Sandstone Point;other oil;5.0
886;2017-01-05 00:00:00;Cairns;ship;commercial;port limits;Duck Pond, Smiths Creek, Cairns;hydraulic;1.5
887;2017-01-09 00:00:00;Brisbane;unknown;n/a;coastal waters;Thompsons Beach, Victoria Point;diesel;
888;2017-01-27 00:00:00;Cairns;ship;fishing;coastal waters;Fitzgerald Esplanade, Johnstone River, Innisfail.;diesel;100.0
889;2017-01-31 00:00:00;Mackay;ship;commercial;coastal waters;Finger number 12, Airlie Beach Marina, Airlie Beach;other oil;8.0
890;2017-02-09 00:00:00;Brisbane;ship;commercial;port limits;Spitfire Channel, Moreton Bay, Brisbane;hydraulic;
891;2017-02-10 00:00:00;Townsville;ship;commercial;port limits;Vehicle Ferry Terminal, Ross creek, Townsville;diesel;15.0
892;2017-02-13 00:00:00;Brisbane;unknown;n/a;port limits;Mooloolaba Yachat Club, Mooloolaba River, Mooloolaba;diesel;
893;2017-02-14 00:00:00;Townsville;ship;commercial;port limits;Port of Townsville, Townsville;other;
894;2017-02-18 00:00:00;Brisbane;unknown;n/a;port limits;Browns slip way, Mooloolaba River, Mooloolaba;diesel;
895;2017-02-18 00:00:00;Townsville;ship;commercial;port limits;Port of Townsville, Townsville;hydraulic;1.0
896;2017-02-21 00:00:00;Mackay;ship;commercial;port limits;Anchorage S13, Hay Point;other oil;3.0
897;2017-02-22 00:00:00;Gladstone;unknown;n/a;port limits;Public boat ramp, Gladstone Marina, Gladstone;bilge;
898;2017-02-25 00:00:00;Townsville;unknown;n/a;port limits;Fantasea loading ramp, Ross Creek, Townsville;sheen;
899;2017-03-10 00:00:00;Mackay;ship;commercial;port limits;Hey Point terminal, Hay Point;diesel;40.0
900;2017-03-14 00:00:00;Brisbane;land;n/a;coastal waters;Kawana Waters Canal, Sunshine Coast;sheen;
901;2017-03-17 00:00:00;Townsville;unknown;n/a;port limits;Rosshaven Marina, Ross River, Townsville;sheen;
902;2017-03-18 00:00:00;Brisbane;ship;commercial;port limits;Incitec South, Lytton Reach, Brisbane River, Brisbane;other oil;500.0
903;2017-03-21 00:00:00;Cairns;ship;recreational;port limits;Main Wharf, Thursday Island;diesel;2.0
904;2017-03-24 00:00:00;Townsville;unknown;n/a;port limits;Townsville - Upstream Ross Creek in vicinity of Lowths Bridge;sheen;
905;2017-03-26 00:00:00;Cairns;ship;commercial;port limits;Karumba - Raptis Wharf;diesel;300.0
906;2017-03-27 00:00:00;Cairns;ship;commercial;port limits;HumBug Terminal, Weipa;other;
907;2017-04-19 00:00:00;Gladstone;land;n/a;port limits;Drain Near Tuan Creek ;other;
908;2017-05-16 00:00:00;Cairns;ship;commercial;port limits;Trinity Wharf;other oil;1.0
909;2017-05-17 00:00:00;Townsville;ship;commercial;port limits;Breth 5 Port of Townsville;diesel;1.0
910;2017-05-17 00:00:00;Gladstone;unknown;n/a;port limits;Urangan harbour, Hervey Bay;sheen;
911;2017-05-26 00:00:00;Mackay;ship;commercial;port limits;BMA Hay Point (old) Trestle Bent 97;hydraulic;
912;2017-06-21 00:00:00;Cairns;ship;commercial;port limits;BSE slipway floating wharf;diesel;0.5
913;2017-06-26 00:00:00;Gladstone;ship;fishing;port limits;Urangan boat harbour, Hervey Bay;diesel;
914;2017-06-29 00:00:00;Cairns;ship;commercial;port limits;Cairns Trinity Wharf # 7/8.;other;40.0
915;2017-07-05 00:00:00;Townsville;unknown;unknown;port limits;Northern entrance to West Channel, Townsville;diesel;
916;2017-07-07 00:00:00;Brisbane;ship;recreational;port limits;Qld Cruising Yacht Club, Cabbage Tree Creek, Shorncliffe;other oil;
917;2017-09-03 00:00:00;Brisbane;ship;government;port limits;Queensland Bulk Terminal, Quarries Reach, Brisbane;other oil;0.3
918;2017-09-06 00:00:00;Townsville;land;unknown;port limits;Berth 4 - Port of Townsville;other;50.0
919;2017-09-14 00:00:00;Gladstone;ship;unknown;port limits;Town Reach, Burnett River, Bundaberg;diesel;
920;2017-09-24 00:00:00;Gladstone;land;commercial;port limits;Queensland Alumina Limited, South Trees Wharf, Gladstone;other;
921;2017-10-04 00:00:00;Gladstone;ship;recreational;port limits;Gladstone Marina, Finger J2, Gladstone;other oil;4.0
922;2017-10-11 00:00:00;Brisbane;unknown;unknown;port limits;Luggage Point Treatment Plant - Brisbane;other;
923;2017-10-11 00:00:00;Brisbane;ship;unknown;port limits;Eagle Street Ferry Terminal, Brisbane River;diesel;
924;2017-10-15 00:00:00;Gladstone;ship;unknown;port limits;Gladstone Marina, Gladstone;diesel;20.0
925;2017-10-20 00:00:00;Brisbane;ship;recreational;coastal waters;Paradise Point, west of Ephraim Island, Gold Coast ;diesel;10.0
926;2017-10-21 00:00:00;Cairns;ship;commercial;port limits;B Finger, Commercial Fisherman base No 1, Cairns;diesel;2.0
927;2017-10-25 00:00:00;Cairns;ship;commercial;port limits;Norship, Smiths Creek, Cairns;hydraulic;2.0
928;2017-10-28 00:00:00;Cairns;ship;commercial;port limits;Amrun CHITH export Facility,  Weipa;diesel;
929;2017-10-28 00:00:00;Cairns;ship;commercial;coastal waters;2.8nm from Gubbins Reef, Great Barrier Reef Marine Park;diesel;
930;2017-10-28 00:00:00;Townsville;ship;commercial;port limits;Berth 8, Port of Townsville, Townsville;other;
931;2017-11-10 00:00:00;Townsville;ship;commercial;port limits;Berth 5, Ferry Landing, Port of Townsville, Townsville;other oil;
932;2017-11-14 00:00:00;Brisbane;unknown;n/a;coastal waters;Carters Bay, Gold Coast;other oil;
933;2017-11-16 00:00:00;Brisbane;ship;unknown;port limits;Brisbane Pilot Station, Mooloola River, Mooloolaba;hydraulic;
934;2017-11-18 00:00:00;Gladstone;ship;unknown;port limits;Gladstone Marina, Gladstone;diesel;
935;2017-11-19 00:00:00;Brisbane;ship;unknown;coastal waters;Southern end of McIntosh Island, Gold Coast;petroleum;
936;2017-11-20 00:00:00;Cairns;land;n/a;port limits;Amrun CHITH export Facility, Weipa. ;diesel;
937;2017-11-27 00:00:00;Mackay;unknown;n/a;port limits;East Point Beach, Mackay;other;
938;2017-12-03 00:00:00;Brisbane;unknown;n/a;port limits;Dunwich, Stradbroke Island, Moreton Bay;hydraulic;1.0
939;2017-12-05 00:00:00;Mackay;unknown;n/a;coastal waters;Homestead Bay, St Bees Island;diesel;50.0
940;2017-12-21 00:00:00;Gladstone;unknown;n/a;coastal waters;Rosslyn Bay Marina, Rosslyn Bay;diesel;200.0
941;2017-12-27 00:00:00;Townsville;unknown;n/a;coastal waters;Deep Creek, Saunders Beach, Townsville;unknown;
942;2018-01-18 00:00:00;Brisbane;ship;recreational;coastal waters;Southport Yacht Club Pontoon, Southport;diesel;0.5
943;2018-01-23 00:00:00;Townsville;unknown;unknown;port limits;Berth 4, Townsville Marina, Townsville;sheen;1.0
944;2018-02-05 00:00:00;Brisbane;ship;recreational;coastal waters;Horizon Shores Marina, Gold Coast ;diesel;1.0
945;2018-02-08 00:00:00;Cairns;unknown;unknown;coastal waters;Cairns Duck pond, Smiths Creek , Cairns;sheen;1.0
946;2018-03-21 00:00:00;Cairns;ship;commercial;port limits;A Finger, Marlin Marina, Cairns;diesel;100.0
947;2018-03-24 00:00:00;Gladstone;land;unknown;port limits;Fitzroy River, Rockhampton ;sheen;
948;2018-03-28 00:00:00;Brisbane;ship;recreational;coastal waters;South of Currigee Camp Ground, South Stradbroke Island;sheen;20.0
949;2018-04-15 00:00:00;Brisbane;unknown;unknown;port limits;Doboy Ck, Bulimba, Brisbane;petroleum;
950;2018-04-15 00:00:00;Brisbane;unknown;n/a;coastal waters;Mariners Cove Fuel Wharf, Gold Coast;diesel;10.0
951;2018-04-20 00:00:00;Brisbane;ship;commercial;port limits;Brisbane River, Teneriffe, Brisbane;other;0.5
952;2018-04-23 00:00:00;Townsville;unknown;unknown;port limits;Townsville Yacht Club, Townsville;diesel;0.5
953;2018-05-02 00:00:00;Gladstone;unknown;unknown;coastal waters;Mary River Slipway, Maryborough ;diesel;20.0
954;2018-05-07 00:00:00;Gladstone;unknown;unknown;coastal waters;Snapper Creek, Tin Can Bay;sheen;
955;2018-05-08 00:00:00;Cairns;ship;commercial;port limits;New Trawler Pens, Smiths Creek, Cairns;diesel;10.0
956;2018-05-13 00:00:00;Brisbane;unknown;unknown;port limits;Brisbane River, Port of Brisbane;other;2.0
957;2018-05-17 00:00:00;Brisbane;unknown;unknown;coastal waters;Mooloolah River, Mooloolaba;sheen;1.5
958;2018-05-25 00:00:00;Brisbane;unknown;unknown;coastal waters;Mooloolah River, Mooloolaba, Commercial Fishing Wharves;sheen;1.5
959;2018-05-28 00:00:00;Townsville;ship;commercial;port limits;Townsville Breakwater, Townsville;hydraulic;30.0
960;2018-06-02 00:00:00;Mackay;unknown;unknown;coastal waters;Abell Point Marina, Airlie Beach;sheen;2.5
961;2018-06-03 00:00:00;Brisbane;unknown;unknown;port limits;Bulimba Reach, Brisbane;sheen;4.0
962;2018-06-13 00:00:00;Gladstone;unknown;unknown;port limits;Gladstone Marina, Gladstone;sheen;12.0
963;2018-06-28 00:00:00;Townsville;unknown;unknown;port limits;Ross Creek Boat Ramp, Townsville;other oil;2.0
964;2018-07-04 00:00:00;Brisbane;land;n/a;coastal waters;Vicinity of Pelican Boat Hire, Brisbane;hydraulic;
965;2018-07-09 00:00:00;Cairns;unknown;unknown;port limits;Vicinity of Prawn Star Seafoods, Cairns;other oil;
966;2018-07-13 00:00:00;Townsville;unknown;unknown;port limits;Goondi Creek, Townsville;sheen;
967;2018-07-21 00:00:00;Mackay;ship;recreational;coastal waters;Berth 98, Port of Airlie, Airlie Beach;hydraulic;
968;2018-07-31 00:00:00;Brisbane;ship;commercial;port limits;GrainCorp Terminal, Brisbane;hydraulic;
969;2018-08-13 00:00:00;Cairns;unknown;unknown;coastal waters;Port Douglas Yacht Club, Port Douglas;diesel;
970;2018-09-09 00:00:00;Cairns;land;n/a;port limits;Chith Export Facility, Skardon River;diesel;
971;2018-09-11 00:00:00;Gladstone;ship;fishing;port limits;Hervey Bay Marina, Hervey Bay;bilge;
972;2018-09-13 00:00:00;Gladstone;unknown;unknown;port limits;Great Sandy Straits Marina, Hervey Bay;bilge;
973;2018-09-17 00:00:00;Cairns;ship;commercial;port limits;A finger, Cairns Fishrmans Base, Cairns;diesel;
974;2018-10-19 00:00:00;Gladstone;ship;commercial;port limits;Great Sandy Straits Marina, Hervey Bay;hydraulic;
975;2018-11-15 00:00:00;Brisbane;unknown;unknown;port limits;Aquatic Paradise Canal, Brisbane;sheen;
976;2018-11-25 00:00:00;Brisbane;ship;commercial;port limits;Lamb Island Boat Ramp, Brisbane;other oil;
977;2018-12-08 00:00:00;Gladstone;unknown;unknown;port limits;Gladstone Marina, Gladstone;bilge;
978;2019-01-08 00:00:00;Brisbane;ship;recreational;coastal waters;Sanctuary Cove Marina, Sanctuary Cove;diesel;
979;2019-01-14 00:00:00;Mackay;land;n/a;coastal waters;Airlie Creek, Airlie Beach;other oil;
980;2019-01-14 00:00:00;Brisbane;ship;commercial;port limits;GrainCorp Liquid Terminal, Brisbane;other oil;
981;2019-01-17 00:00:00;Cairns;unknown;unknown;coastal waters;Poll Islet (S Warraber Island), Torres Straits;other oil;
982;2019-02-04 00:00:00;Gladstone;ship;commercial;port limits;Burnett Heads Marina, Bundaberg;hydraulic;
983;2019-02-06 00:00:00;Mackay;ship;commercial;port limits;Anchored off Airlie Beach, Airlie Beach;sheen;
984;2019-02-09 00:00:00;Townsville;ship;recreational;port limits;Townsville Duck Pond, Townsville;sheen;
985;2019-02-13 00:00:00;Cairns;unknown;unknown;port limits;Smiths Creek, Trinity Inlet, Cairns;sheen;
986;2019-02-27 00:00:00;Brisbane;ship;recreational;coastal waters;Compass Marina, Scarborough;diesel;
987;2019-03-01 00:00:00;Townsville;land;commercial;port limits;Port of Townsville berths, Townsville;diesel;
988;2019-03-15 00:00:00;Gladstone;land;n/a;coastal waters;Fitzroy River, Rockhampton;sheen;
989;2019-03-16 00:00:00;Brisbane;ship;recreational;port limits;Hope Island Marina, Gold Coast;hydraulic;
990;2019-03-16 00:00:00;Brisbane;ship;recreational;port limits;Cabbage Tree Creek, Deagon, Brisbane;diesel;
991;2019-03-21 00:00:00;Cairns;ship;commercial;port limits;Smiths Creek, Trinity Inlet, Cairns;hydraulic;
992;2019-03-27 00:00:00;Cairns;ship;commercial;coastal waters;Lockhart River ;diesel;
993;2019-03-29 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Bunkering Anchorage, Gladstone;diesel;
994;2019-04-23 00:00:00;Brisbane;ship;recreational;port limits;Mooloolaba Marina, Mooloolaba;diesel;
995;2019-04-29 00:00:00;Cairns;ship;commercial;port limits;Humbug Wharf,  Weipa;hydraulic;
996;2019-04-29 00:00:00;Cairns;ship;fishing;port limits;Main Wharf  - Thursday Island ;bilge;
997;2019-04-30 00:00:00;Cairns;ship;commercial;port limits;Marlin Marina, Cairns;other oil;
998;2019-05-14 00:00:00;Gladstone;ship;unknown;coastal waters;Burnett Heads, Bundaberg;other;
999;2019-05-17 00:00:00;Brisbane;ship;commercial;coastal waters;Sea World Wharf, Gold Coast;diesel;
1000;2019-05-24 00:00:00;Cairns;ship;commercial;port limits;Trinity Wharf, Cairns;other oil;
1001;2019-05-26 00:00:00;Cairns;unknown;unknown;port limits;Smiths Creek, Trinity Inlet, Cairns;sheen;
1002;2019-05-27 00:00:00;Gladstone;other;n/a;port limits;Gladstone Marina, Gladstone;other;
1003;2019-05-29 00:00:00;Cairns;ship;commercial;coastal waters;Blue Water Canal, Gold Coast;diesel;
1004;2019-05-28 00:00:00;Brisbane;ship;recreational;coastal waters;Runaway Bay, Gold Coast;diesel;
1005;;Brisbane;land;n/a;port limits;Caltex Wharf, Lytton, Brisbane;diesel;
1006;2019-06-01 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Harbour, Gladstone;sheen;
1007;2019-06-06 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Harbour, Gladstone;sheen;
1008;2019-06-13 00:00:00;Gladstone;ship;recreational;coastal waters;Round Hill Creek, Town of 1770;sheen;
1009;;Mackay;ship;commercial;port limits;Maritime Terminal, Port of Airlie, Airlie Beach;sheen;
1010;2019-07-01 00:00:00;Brisbane;ship;recreational;coastal waters;Southport Yacht Club, Southport;diesel;
1011;2019-07-01 00:00:00;Brisbane;ship;commercial;coastal waters;Carlo Point, Great Sandy Straits, Hervey Bay ;other;
1012;2019-07-08 00:00:00;Brisbane;ship;commercial;port limits;Koopa Channel Swing Basin, Brisbane;hydraulic;
1013;2019-07-16 00:00:00;Cairns;ship;fishing;port limits;Raptis Wharf, Karumba;bilge;
1014;2019-07-19 00:00:00;Gladstone;ship;fishing;port limits;Rosslyn Bay Marina, Rosslyn Bay;diesel;
1015;2019-08-05 00:00:00;Cairns;ship;commercial;port limits;Marlin Marina, Cairns;diesel;
1016;2019-08-07 00:00:00;Cairns;ship;fishing;port limits;Cairns Commercial Fishing Base #2, Trinity Inlet, Cairns;diesel;
1017;2019-08-08 00:00:00;Brisbane;ship;commercial;port limits;Caltex Products Wharf, Lytton Rocks, Brisbane ;other;
1018;2019-08-07 00:00:00;Cairns;ship;commercial;port limits;Cairns Commercial Fishing Base #2, Trinity Inlet, Cairns;diesel;
1019;2019-08-11 00:00:00;Gladstone;land;n/a;port limits;Service Pontoon, Gladstone Marina, Gladstone;diesel;
1020;2019-08-17 00:00:00;Gladstone;unknown;unknown;port limits;Gladstone Marina, Gladstone;diesel;
1021;2019-08-19 00:00:00;Brisbane;ship;recreational;coastal waters;Ephraim Island, Paradise Point;diesel;
1022;2019-08-25 00:00:00;Gladstone;ship;commercial;port limits;Auckland Point Berth #3, Gladstone;other;
1023;2019-08-27 00:00:00;Brisbane;ship;recreational;coastal waters;Sovereign Island bridge, Paradise Point;diesel;
1024;2019-08-28 00:00:00;Cairns;ship;commercial;coastal waters;Norman Reef, Cairns;other;
1025;2019-09-10 00:00:00;Gladstone;ship;unknown;coastal waters;Public Boat Ramp, Burrum River;diesel;
1026;2019-09-14 00:00:00;Cairns;ship;commercial;port limits;Lorim Point West Berth, Weipa;other;
1027;2019-09-18 00:00:00;Brisbane;ship;commercial;coastal waters;Aquatic Paradise Canal, Birkdale ;other;
1028;2019-09-19 00:00:00;Gladstone;ship;recreational;port limits;Gladstone Marina, Gladstone;sheen;
1029;2019-10-04 00:00:00;Gladstone;unknown;unknown;coastal waters;Public Boat Ramp, Burnett River, Hervey Bay;other;
1030;2019-10-09 00:00:00;Mackay;ship;recreational;coastal waters;Coral Sea Marina, Airlie Beach;diesel;
1031;2019-10-12 00:00:00;Brisbane;unknown;unknown;inland waters;Dockside Marina, Shafston Reach, Kangaroo Point ;diesel;
1032;2019-10-15 00:00:00;Townsville;unknown;unknown;port limits;Townsville Breakwater Marina, Townsville;sheen;
1033;2019-10-24 00:00:00;Brisbane;ship;commercial;coastal waters;15nm E Point Cartwright, Mooloolaba;other;
1034;2019-10-31 00:00:00;Brisbane;ship;commercial;coastal waters;Currimundi Reef, Caloundra, Sunshine Coast;diesel;
1035;2019-11-04 00:00:00;Townsville;land;n/a;port limits;Port Berth #1, Townsville;other;
1036;2019-11-03 00:00:00;Brisbane;unknown;unknown;inland waters;27 Mooloolah Drive, Minyama;sheen;
1037;2019-11-15 00:00:00;Cairns;ship;commercial;coastal waters;Normanby Sound, Torres Strait;other;
1038;2019-11-17 00:00:00;Cairns;ship;recreational;port limits;MSQ Marine Operations Base, Port smith, Cairns;sheen;
1039;2019-11-18 00:00:00;Brisbane;unknown;unknown;coastal waters;Offshore Kings Beach, Caloundra;other;
1040;2019-11-20 00:00:00;Townsville;unknown;unknown;port limits;Nelly Bay Harbour, Magnetic Island;diesel;
1041;2019-11-21 00:00:00;Brisbane;ship;recreational;coastal waters;Ooncooncoo Bay, Russell Island ;diesel;
1042;2019-11-23 00:00:00;Townsville;unknown;unknown;coastal waters;Cape Upstart National Park, Cape Upstart, Townsville;sheen;
1043;2019-11-25 00:00:00;Brisbane;unknown;unknown;coastal waters;Raby Bay, Cleveland;other;
1044;2019-11-28 00:00:00;Brisbane;land;n/a;port limits;GrainCorp Liquid Terminal, Fisherman Islands;other;200.0
1045;2019-12-02 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Marina, Gladstone;other;
1046;2019-12-07 00:00:00;Gladstone;ship;recreational;port limits;Fodico Marina Facility, Gladstone Marina, Gladstone;diesel;
1047;2019-12-07 00:00:00;Mackay;land;commercial;port limits;Marine Transit Terminal, Airlie Beach ;other;
1048;2019-12-09 00:00:00;Cairns;ship;commercial;port limits;Trinity Wharf, Cairns;other;
1049;2019-12-11 00:00:00;Brisbane;ship;recreational;port limits;Beachmere boat ramp,  Caboolture River, vessel sunk ;other;
1050;2019-12-12 00:00:00;Cairns;land;n/a;port limits;Trinity Wharf #4, Cairns;diesel;
1051;2019-12-14 00:00:00;Brisbane;ship;recreational;port limits;Weinam Creek, Redland Bay;diesel;
1052;2019-12-16 00:00:00;Cairns;ship;unknown;port limits;Inner GBR route off Mourilyan ;other;
1053;2020-01-05 00:00:00;Brisbane;ship;recreational;inland waters;Private Pontoon, Banksia Beach ;diesel;
1054;2020-01-07 00:00:00;Townsville;unknown;unknown;port limits;West Point, Magnetic Island;diesel;
1055;2020-01-08 00:00:00;Mackay;ship;recreational;port limits;Mackay Marina, Mackay;other;
1056;2020-01-09 00:00:00;Cairns;ship;commercial;port limits;Ship Yard, Thursday Island;bilge;
1057;2020-01-16 00:00:00;Brisbane;unknown;unknown;port limits;Calypso Bay Marina, Jacobs Well;sheen;
1058;2020-01-17 00:00:00;Mackay;land;n/a;port limits;Barge loading terminal, Shute Harbour;other;
1059;2020-01-23 00:00:00;Cairns;ship;commercial;port limits;Trinity Wharf #1, Cairns;diesel;
1060;2020-01-29 00:00:00;Brisbane;ship;unknown;coastal waters;Horseshoe Bay, Peel Island, Moreton Bay ;diesel;
1061;2020-01-29 00:00:00;Brisbane;unknown;unknown;coastal waters;Yidney Rocks, Fraser Island ;other;
1062;2020-02-12 00:00:00;Gladstone;unknown;unknown;port limits;Hervey Bay Marina, Hervey Bay ;sheen;
1063;2020-02-13 00:00:00;Brisbane;ship;recreational;inland waters;Blair Athol Crescent,  Bundall ;sheen;
1064;2020-02-14 00:00:00;Brisbane;ship;unknown;port limits;Russell Island Ferry Terminal , Russel Island;sheen;
1065;2020-02-15 00:00:00;Cairns;ship;recreational;port limits;Smiths Creek, Trinity Inlet, Cairns ;sheen;
1066;2020-02-24 00:00:00;Brisbane;unknown;commercial;port limits;Commercial fishing wharves, Mooloolah River;sheen;
1067;2020-03-03 00:00:00;Brisbane;ship;commercial;port limits;Queens Wharf Project, Brisbane River ;bilge;
1068;2020-03-05 00:00:00;Mackay;ship;commercial;port limits;Berth 1 bunker wharf, Hay point;diesel;
1069;2020-03-06 00:00:00;Gladstone;ship;recreational;inland waters;Turan Creek, Sandy Straits;sheen;
1070;2020-03-05 00:00:00;Brisbane;unknown;unknown;coastal waters;Entrance Channel, Brisbane;other;
1071;2020-03-15 00:00:00;Gladstone;ship;commercial;coastal waters;Shipping Channel, 150Km's east of Gladstone;other;
1072;2020-03-16 00:00:00;Brisbane;unknown;unknown;port limits;Commercial fishing wharves, Mooloolah River , Mooloolaba;sheen;
1073;2020-03-19 00:00:00;Cairns;unknown;unknown;port limits;Cairns Port #11-#12 berths , Cairns;diesel;
1074;2020-03-29 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Harbour, Clinton Swing Basin, Gladstone;hydraulic;
1075;2020-04-10 00:00:00;Brisbane;ship;recreational;inland waters;Currigee Inlet, South Stradbroke Island ;diesel;
1076;2020-04-14 00:00:00;Gladstone;ship;recreational;port limits;Gladstone Marina T finger, Gladstone;diesel;1.0
1077;2020-04-16 00:00:00;Cairns;ship;fishing;coastal waters;Horn Island anchorage, Torres Strait ;diesel;
1078;2020-04-21 00:00:00;Brisbane;ship;commercial;port limits;Tug Base White Island , Brisbane;hydraulic;
1079;2020-04-26 00:00:00;Cairns;ship;fishing;port limits;Fisherman's Base Berth B21, Cairns;diesel;
1080;2020-04-28 00:00:00;Brisbane;ship;fishing;inland waters;Quarries Reach, Brisbane River, Brisbane;other;
1081;2020-05-02 00:00:00;Gladstone;ship;recreational;inland waters;Tewah Creek, Tin Can Bay ;other;
1082;2020-05-15 00:00:00;Gladstone;ship;commercial;inland waters;Clinton Swing Basin, Gladstone ;hydraulic;
1083;2020-05-20 00:00:00;Brisbane;unknown;commercial;port limits;Commercial Fishing Wharves, Mooloolah River, Mooloolaba;diesel;
